class,freq,invalid
biting,0,0
nails,14,0
iPad,4,0
laptops,62,0
single,7,0
file,0,0
rows,9,0
coconut,11,0
hugging,0,0
formal,3,0
probably,0,0
plants,140,0
setup,0,0
perfect,2,0
kayak,104,0
fishes,1,0
kept,0,0
company,1,0
cat,173,0
apartment,5,0
bound,0,0
lines,28,0
lie,0,0
bicyclers,1,0
spandex,8,0
bushel,0,0
rode,1,0
protest,3,0
collie,22,0
bars,29,0
agility,0,0
gathered,0,0
University,0,0
Phoenix,0,0
teenagers,115,0
phones,9,0
shelf,25,0
firefighters,42,0
firetruck,18,0
paintbrush,2,0
easel,9,0
Hollister,0,0
grabbing,0,0
operates,0,0
primarily,0,0
consisting,0,0
bananas,27,0
coral,1,0
jog,2,0
checkered,1,0
makeup,141,0
grabbed,0,0
selecting,0,0
tomatoes,27,0
Nine,0,0
homework,4,0
funny,10,0
jackhammer,0,0
books,155,0
Male,28,0
surfer,248,0
turns,1,0
come,0,0
splash,18,0
ladders,24,0
pouches,1,0
hallway,44,0
lollipop,2,0
spilling,0,0
Legos,7,0
posy,0,0
pattern,6,0
toothbrush,34,0
mean,1,0
concentrates,0,0
footwork,0,0
peace,14,0
swimsuit,88,0
Construction,4,0
job,5,0
Trombonist,1,0
missing,0,0
baker,11,0
flat,8,0
axe,8,0
aqua,0,0
apple,34,0
groom,127,0
stunts,7,0
steering,2,0
british,0,0
flown,0,0
scout,0,0
handbook,0,0
vending,1,0
assortment,0,0
rodeo,52,0
Athletes,10,0
numbered,5,0
congregate,0,0
without,1,0
rollerblading,1,0
navy,11,0
chunks,0,0
chases,0,0
calf,54,0
ring,31,0
airborne,2,0
nine,0,0
crowded,13,0
bucket,213,0
glowing,5,0
tents,84,0
sharp,2,0
architecture,11,0
shades,29,0
frowning,0,0
taxi,53,0
castle,9,0
pretty,0,0
bartender,21,0
customers,48,0
image,18,0
tabletop,1,0
dancer,62,0
reflected,0,0
gymnastics,8,0
balance,0,0
beam,12,0
handkerchief,4,0
Bicycle,10,0
CCC,0,0
piece,124,0
homemade,2,0
carry,1,0
float,8,0
traveling,0,0
waits,1,0
dumps,0,0
juggling,1,0
microphones,81,0
foggy,0,0
eyes,208,0
closed,3,0
Walmart,5,0
shoppers,19,0
section,0,0
athletes,36,0
participating,0,0
tilted,0,0
scooter,180,0
planting,1,0
cartoon,7,0
cutout,0,0
Snow,5,0
legged,1,0
lamp,51,0
raking,0,0
sunset,64,0
waterskiing,0,0
stringed,0,0
punk,5,0
club,3,0
rafting,0,0
valley,25,0
scenery,4,0
leash,164,0
collar,200,0
earn,0,0
Customer,1,0
Wii,1,0
gadgets,0,0
square,6,0
atheletes,1,0
Female,38,0
nicely,0,0
New,0,0
York,3,0
City,11,0
intersection,21,0
conducting,0,0
Crowd,33,1
clapping,1,0
owner,20,0
judged,0,0
thick,0,0
resting,1,0
dribbles,1,0
presentation,3,0
keyboard,100,0
lattice,0,0
canopy,20,0
amongst,0,0
golden,15,0
Indian,5,0
businessmen,14,0
bodybuilder,1,0
lift,16,0
pigeons,85,0
Workers,140,0
bricks,44,0
adding,0,0
vial,1,0
liquid,37,0
container,47,0
cloth,92,0
polo,36,0
casting,0,0
derby,0,0
twirl,0,0
fire,310,0
ends,0,0
teeshirt,1,0
entertainer,4,0
balloon,118,0
Bicyclists,19,0
stopped,0,0
tented,1,0
banner,97,0
advertisement,23,0
Whittling,0,0
carver,0,0
skateboards,31,0
cable,6,0
jumper,8,0
ballet,22,0
fairy,1,0
touched,0,0
wand,1,0
reaches,0,0
submarine,0,0
sandwich,26,0
roll,3,0
infant,112,0
swaddling,0,0
Mariale,1,1
Accessories,0,0
wheelbarrow,20,0
braiding,0,0
forward,0,0
we,3,0
d,0,0
shelling,0,0
peas,1,0
move,12,0
travel,1,0
bus,336,0
couching,0,0
colorfully,0,0
saddled,0,0
camel,48,0
splashes,2,0
toys,137,0
bracelets,14,0
canon,0,0
photograph,13,0
photo,32,0
asleep,0,0
say,2,0
HSBC,1,0
shews,0,0
casual,4,0
headband,79,0
heading,0,0
basket,208,0
ponytail,91,0
tye,0,0
tee,49,0
salon,9,0
enjoys,0,0
spiky,1,0
backpacks,116,0
congregates,0,0
blows,1,0
These,2,0
camouflage,55,0
poll,0,0
wonders,0,0
why,0,0
earth,13,0
hiking,14,0
jet,19,0
boarding,1,0
greyhound,36,0
leaving,0,0
gate,88,0
tires,55,0
scrubland,0,0
scoop,0,0
shovel,75,0
slopped,0,0
sink,72,0
cardboard,24,0
weaves,1,0
canoes,27,0
crystal,2,0
redheaded,0,0
double,0,0
ended,0,0
paddle,33,0
dumping,0,0
partners,1,0
called,0,0
Early,0,0
November,0,0
ferry,11,0
brook,1,0
boxes,106,0
Pizza,2,0
Naples,0,0
tv,7,0
snapped,0,0
parent,15,0
ballerina,24,0
balancing,0,0
ledge,126,0
uses,1,0
choir,16,0
handsaw,0,0
sawing,0,0
pipe,48,0
hikers,70,0
hang,0,0
crevice,0,0
almost,1,0
nothing,1,0
flops,73,0
Middle,0,0
eastern,1,0
Looks,0,0
grinding,0,0
rail,143,0
windowsill,1,0
spinning,9,0
waist,38,0
Runner,6,0
sprint,1,0
generator,3,0
Large,0,0
wait,0,0
terminal,0,0
transit,7,0
Cami,1,0
crawling,0,0
rails,15,0
cars,311,0
buildings,350,0
Co,0,0
napkins,1,0
comfortable,0,0
pillows,34,0
sweeping,0,0
empty,8,0
festive,2,0
kimonos,14,0
stacking,0,0
chubby,0,0
Mohawk,2,0
splashed,0,0
mesh,1,0
studying,1,0
disk,2,0
jockey,66,0
Michael,1,0
Jackson,0,0
roofer,2,0
unfinished,0,0
roof,285,0
acoustic,23,0
enclosure,7,0
eggshell,0,0
obstacle,23,0
saying,0,0
I,2,0
clock,26,0
eat,2,0
taco,1,0
buried,0,0
hay,114,0
gallery,5,0
duck,43,0
socialize,0,0
evening,0,0
rough,6,0
surfers,24,0
youngsters,11,0
grandma,4,0
grandson,3,0
stapling,0,0
fat,0,0
strikes,0,0
cruise,7,0
singer,82,0
mates,0,0
keyboards,10,0
trophy,4,0
button,22,0
conference,0,0
kind,39,0
diverse,0,0
stares,0,0
picnics,0,0
nice,5,0
huddled,0,0
finish,0,0
performer,40,0
nimbly,0,0
split,1,0
stance,0,0
trio,1,0
racers,12,0
stencil,1,0
plush,2,0
figure,47,0
digs,0,0
competing,0,0
cones,80,0
shabby,0,0
nursing,0,0
milk,17,0
crackhead,1,0
keep,0,0
actually,0,0
tunics,2,0
charges,0,0
within,0,0
cardigan,19,0
Starting,0,0
BMXer,1,0
ballets,1,0
leaned,0,0
wades,0,0
land,24,0
handrail,34,0
boardwalk,24,0
clipboard,1,0
answer,0,0
shallows,0,0
Swimmers,19,0
racer,26,0
Number,16,0
60,1,0
slight,0,0
lead,8,0
drivers,1,0
curve,1,0
individual,88,0
rappelling,0,0
cutoff,0,0
learn,0,0
how,0,0
belly,15,0
Motorcycles,6,0
providing,0,0
courageous,0,0
etching,0,0
intricate,0,0
designs,25,0
tile,38,0
cans,39,0
stacks,0,0
crates,37,0
Twenty,0,0
excited,1,0
barren,0,0
range,0,0
slouches,0,0
rainbow,21,0
cropping,0,0
mechanical,6,0
cutter,0,0
goat,41,0
checks,0,0
stuck,0,0
fires,0,0
sub,0,0
firing,0,0
motion,2,0
wet,35,0
They,0,0
binders,3,0
tambourines,7,0
tightrope,0,0
Bud,1,0
Light,1,0
Seven,0,0
framed,6,0
art,122,0
paralell,0,0
wire,47,0
medow,0,0
scenic,8,0
curling,3,0
competitor,5,0
Lady,133,0
thrown,1,0
asking,0,0
check,10,0
whine,0,0
laptop,195,0
instruments,236,0
heart,25,0
soul,0,0
trekkies,0,0
taken,1,0
elephant,71,0
wigs,18,0
daughter,111,0
op,0,0
geometric,0,0
velodrome,0,0
buckets,74,0
containers,20,0
crying,5,0
crib,24,0
waterspouts,0,0
name,19,0
brand,1,0
earphones,29,0
packet,0,0
mic,19,0
Hawaiian,1,0
lei,2,0
seems,0,0
currency,0,0
trousers,14,0
peeks,0,0
Mets,0,0
notebook,18,0
plate,161,0
stoop,1,0
icon,1,0
masked,0,0
burn,0,0
baggy,5,0
cargo,9,0
puts,0,0
sleeveless,14,0
headscarf,39,0
shaver,0,0
shave,1,0
ordering,0,0
end,22,0
zone,0,0
misses,0,0
puck,6,0
slid,0,0
process,0,0
completing,0,0
electrical,8,0
armed,3,0
concrete,240,0
balls,184,0
map,31,0
fetch,0,0
lungi,0,0
bundles,1,0
farmland,0,0
dart,0,0
shower,18,0
shampoo,8,0
fair,4,0
caucasian,0,0
floaty,0,0
Police,32,0
Sheriff,0,0
department,2,0
service,0,0
member,9,0
color,16,0
blurry,3,0
includes,0,0
civilians,6,0
stirs,2,0
wit,0,0
ha,0,0
concerned,1,0
mattress,11,0
spiderman,1,0
sites,0,0
snacks,32,0
driver,54,0
employees,26,0
Superman,0,0
streetlight,0,0
harvesting,0,0
monk,16,0
shines,0,0
teacher,57,0
hydrant,0,0
headphones,198,0
mom,71,0
shoulders,38,0
flips,0,0
trampoline,14,0
Hispanic,0,0
Penske,0,0
God,3,0
skinny,6,0
gymnastic,2,0
meet,0,0
computers,88,0
paw,11,0
chewing,0,0
skies,21,0
pine,0,0
dragging,0,0
toned,0,0
touching,0,0
skis,90,0
maneuver,0,0
teens,29,0
footbridge,3,0
auto,3,0
firemen,47,0
oxygen,1,0
tanks,6,0
backs,14,0
push,12,0
schedule,0,0
buses,23,0
depart,0,0
driven,0,0
Wet,0,0
Soccer,0,0
accident,5,0
medical,14,0
victims,1,0
creating,1,0
multicolored,8,0
lantern,10,0
least,4,0
13,2,0
monitors,13,0
directly,0,0
assisting,0,0
session,0,0
wind,10,0
chimes,0,0
gym,10,0
mountaineer,4,0
pitbull,15,0
touch,0,0
friend,50,0
clowns,26,0
tire,121,0
cow,118,0
sleep,4,0
llamas,4,0
spray,19,0
screaming,0,0
crawls,1,0
floors,24,0
learning,0,0
scaring,0,0
seagulls,22,0
laundry,57,0
sweaters,32,0
costumed,0,0
dancers,79,0
gettin,0,0
lots,18,0
skatepark,0,0
portable,3,0
toilets,2,0
crops,24,0
tropical,3,0
fountains,7,0
slab,3,0
Old,0,0
sax,0,0
crouching,1,0
embankment,1,0
located,0,0
mess,4,0
highchair,0,0
spongebob,0,0
Guys,22,0
hoops,16,0
newlywed,1,0
passerby,3,0
yarn,37,0
knitting,1,0
needles,1,0
statute,0,0
halter,8,0
parasail,1,0
harness,43,0
beneath,0,0
BMX,19,0
climbers,9,0
automobiles,5,0
passing,0,0
identifying,0,0
circular,7,0
machinery,52,0
sparks,22,0
Inn,0,0
naps,0,0
Spanish,3,0
slouched,0,0
stretches,2,0
location,0,0
boulder,23,0
happy,20,0
laugh,8,0
celebrate,0,0
cake,196,0
monkey,23,0
heels,114,0
cacti,3,0
grilling,2,0
flute,5,0
textbook,2,0
rings,18,0
shoot,2,0
toss,0,0
proof,0,0
garment,25,0
watered,1,0
waterskier,0,0
waterskies,0,0
round,10,0
depicting,0,0
Canadian,0,0
maple,0,0
VW,0,0
Beetle,0,0
It,0,0
quite,0,0
sweaty,2,0
smelly,0,0
seem,0,0
want,0,0
more,7,0
surface,51,0
catcher,86,0
greens,7,0
among,0,0
Jockey,5,0
joy,0,0
age,2,0
ten,1,0
Sled,0,0
trekking,0,0
fans,87,0
burgundy,3,0
tending,0,0
graze,0,0
tour,3,0
viewing,0,0
interesting,4,0
jumpsuits,13,0
scaffolding,113,0
guests,12,0
skateboarders,13,0
assorted,1,0
bucking,19,0
napping,1,0
cello,2,0
Climber,3,0
fishermen,11,0
peacefully,0,0
cape,17,0
fix,0,0
vacuum,9,0
cleaner,4,0
greyhounds,23,0
formation,4,0
Skiiers,8,0
cappedhills,0,0
already,0,0
dug,0,0
gazes,0,0
kicked,0,0
extended,0,0
leaping,0,0
wheeler,45,0
hoe,1,0
hoods,8,0
genie,0,0
puddle,19,0
dramatic,0,0
messy,1,0
respective,0,0
footrests,1,0
admiring,0,0
diagram,1,0
studies,0,0
decorates,0,0
feather,25,0
decors,0,0
Europe,0,0
sells,0,0
vendors,28,0
serving,0,0
grilled,2,0
brimmed,0,0
violin,25,0
signing,0,0
experiencing,0,0
Mother,35,0
Alice,1,0
wonderland,1,0
customs,0,0
whispering,0,0
Wall,1,0
E,1,0
robot,1,0
nods,0,0
seminar,0,0
relationships,0,0
Stitch,3,0
gin,0,0
ATV,51,0
tarnished,0,0
bronze,2,0
laps,3,0
popping,0,0
wheelie,23,0
Bald,5,0
headed,3,0
signaling,0,0
earmuffs,12,0
pad,10,0
onlookers,183,0
Green,4,0
puddles,9,0
lunch,50,0
lands,1,0
punch,4,0
tango,0,0
money,45,0
ATM,0,0
manual,2,0
cluttered,0,0
dolls,21,0
garb,80,0
motorboat,7,0
tiles,20,0
fit,0,0
carrier,1,0
places,1,0
Smiling,0,0
numbers,63,0
pinned,0,0
chests,0,0
tossed,0,0
cowboys,30,0
dishes,66,0
snowshoers,1,0
declining,0,0
lifeguard,7,0
briefcases,6,0
Saint,0,0
Peter,1,0
Church,0,0
balding,3,0
molds,0,0
clay,29,0
Where,0,0
you,2,0
?,0,0
written,1,0
leotard,15,0
hugged,0,0
shoulderbag,0,0
case,16,0
projector,17,0
youths,28,0
raft,85,0
cookies,18,0
bakery,10,0
install,0,0
prayer,3,0
mood,0,0
squatting,0,0
wrapper,2,0
laid,0,0
bushy,0,0
TAMA,0,0
Eldery,0,0
Painters,3,0
overalls,132,0
upon,0,0
charcoal,2,0
grill,202,0
hirsute,0,0
shaves,0,0
lathered,0,0
appearing,0,0
London,5,0
2012,2,0
booth,31,0
Phonecard,1,1
model,21,0
if,0,0
can,54,0
amazement,2,0
lovers,4,0
urban,6,0
hot,20,0
Scout,0,0
camp,1,0
indoors,4,0
drawn,0,0
intensely,0,0
marketplace,3,0
snowball,17,0
variety,2,0
shops,40,0
listens,0,0
ensemble,1,0
organ,1,0
hall,17,0
took,0,0
parasailor,0,0
windy,0,0
parasailing,2,0
statues,30,0
Boys,69,0
kicks,0,0
ca,0,0
nt,0,0
control,2,0
follow,0,0
cleats,11,0
cheek,34,0
mixture,2,0
cell,0,0
snaps,0,0
lunges,0,0
flaming,4,0
climbs,0,0
swimsuits,50,0
straight,8,0
blocks,38,0
With,0,0
daintiest,0,0
slightest,0,0
perched,0,0
toes,7,0
backseat,4,0
MLB,0,0
pitcher,90,0
see,0,0
outline,0,0
halfway,0,0
batter,47,0
licks,0,0
last,1,0
anchors,1,0
drive,3,0
tractor,101,0
licking,0,0
outcrop,0,0
link,1,0
conceals,0,0
torso,3,0
press,1,0
caps,74,0
lanes,3,0
artistic,2,0
torn,0,0
leotards,3,0
Brunette,3,0
eccentric,0,0
fixes,0,0
dowel,0,0
drift,0,0
considers,0,0
kickball,1,0
warmly,0,0
glacier,10,0
themselves,0,0
ribbon,25,0
narrow,1,0
roadway,15,0
foreign,2,0
tying,0,0
lace,3,0
cinder,0,0
dusty,5,0
patriotic,7,0
classic,0,0
convertible,2,0
foam,10,0
indian,2,0
dull,0,0
garments,13,0
ax,1,0
sang,0,0
played,0,0
badminton,6,0
birdie,0,0
mustached,1,0
floppy,0,0
displays,1,0
bats,4,0
backgrounds,0,0
yoga,15,0
studio,1,0
orchestra,7,0
works,1,0
twine,5,0
environment,1,0
harmonica,10,0
amp,1,0
flea,0,0
goods,68,0
curler,0,0
grizzly,0,0
mate,0,0
carpet,71,0
spooky,0,0
ribs,5,0
bib,37,0
fed,0,0
spoon,57,0
Brown,24,0
fifteen,0,0
chest,48,0
free,21,0
nightclub,1,0
happily,0,0
plates,74,0
rollerblades,41,0
decorations,21,0
spacious,0,0
Child,136,2
dinning,0,0
hose,60,0
repair,0,0
shine,0,0
gloves,332,0
Cheerleaders,45,0
bows,10,0
engage,0,0
Ray,0,0
Ban,0,0
v,0,0
apply,0,0
walkers,7,0
Band,19,0
church,54,0
schoolgirls,12,0
pelicans,5,0
chess,28,0
crouched,0,0
crafts,18,0
points,0,0
fill,0,0
dots,2,0
plating,0,0
filling,0,0
forms,4,0
donkey,75,0
fashions,0,0
birds,88,0
poor,5,0
dam,1,0
trams,0,0
petting,0,0
downpour,0,0
gesturing,0,0
blowing,2,0
spread,0,0
apart,1,0
Scottish,0,0
Xylophonists,1,0
participate,0,0
fashionable,1,0
hoses,8,0
senior,7,0
sew,0,0
knit,34,0
symbol,7,0
rood,0,0
steam,7,0
soldiers,72,0
rises,0,0
upward,0,0
give,0,0
directing,0,0
trolley,31,0
Girl,288,0
silk,7,0
advertisements,25,0
shawl,33,0
His,0,0
joyous,0,0
expectation,0,0
corsage,2,0
clasps,0,0
Human,0,0
Shop,14,0
glittery,0,0
Team,4,0
cheerleading,3,0
firefighter,44,0
telephone,9,0
investigating,0,0
problem,0,0
smoky,0,0
flap,0,0
gondola,5,0
entirely,0,0
amount,2,0
debris,30,0
KEEP,0,0
CLEAR,0,0
24,3,0
HOURS,0,0
bagpipes,29,0
cupcake,5,0
frosting,6,0
columns,30,0
overlooks,0,0
Players,20,0
paints,7,0
mops,6,0
accesses,0,0
upper,2,0
discussing,0,0
tough,0,0
days,0,0
events,0,0
smoke,74,0
strip,0,0
pressing,0,0
ninja,0,0
bicyclists,80,0
briefcase,31,0
besuited,0,0
longsleeve,0,0
tulips,18,0
ATVs,5,0
beret,43,0
popcorn,12,0
beanbag,0,0
walkways,2,0
sailor,14,0
struggles,0,0
capsizing,0,0
vat,0,0
digging,0,0
Actors,5,0
toast,5,0
kiteboarding,0,0
vaults,0,0
counting,0,0
neon,3,0
52,1,0
turning,0,0
broadly,0,0
;,0,0
soaking,0,0
nighttime,0,0
laughs,0,0
tubing,0,0
canoeing,1,0
officers,81,0
patrolling,0,0
sea,91,0
Railway,1,0
employee,14,0
wheels,60,0
blowtorch,0,0
fireworks,24,0
Truck,5,0
eighteen,0,0
LA,2,0
co,0,0
shady,0,0
driveway,28,0
feeding,0,0
chipper,0,0
handle,17,0
redhead,11,0
guarding,0,0
tight,3,0
fist,9,0
Chinese,13,0
dragon,4,0
smartphone,3,0
resort,0,0
lavender,2,0
scarves,35,0
Running,0,0
Marathon,0,0
drives,0,0
jeep,37,0
relaxes,0,0
ethnic,3,0
dish,41,0
conclusion,0,0
doubles,0,0
mature,3,0
trough,0,0
Radio,1,0
Flyer,0,0
breakdances,1,0
fanny,2,0
pack,12,0
architectural,5,0
design,10,0
slacks,64,0
rounded,1,0
step,17,0
goofy,0,0
candid,0,0
Picture,1,0
crouches,0,0
eyed,3,0
cloudy,11,0
barista,1,0
tray,71,0
espresso,2,0
captures,0,0
speaks,0,0
cash,4,0
register,1,0
Ikea,0,0
fresh,18,0
lettuce,10,0
local,8,0
exchanging,0,0
things,68,0
chefs,32,0
unconcerned,0,0
passes,0,0
picking,0,0
hood,50,0
fashioned,0,0
Dirt,5,0
rally,2,0
photographers,27,0
securely,0,0
tethered,0,0
sculptures,8,0
dusk,17,0
fireball,0,0
gripping,0,0
dollar,0,0
bills,2,0
skiers,52,0
woodland,9,0
parasol,9,0
lock,13,0
lasso,1,0
drifting,0,0
unloading,0,0
Hotel,1,0
Carmel,0,0
whose,9,0
bass,13,0
directions,0,0
Cars,20,0
chalkboard,6,0
classroom,14,0
Blond,4,0
kicking,0,0
upset,0,0
goes,0,0
meltdown,0,0
railroad,39,0
Boaters,1,0
damn,1,0
interviews,0,0
Muslims,2,0
culottes,1,0
opened,1,0
crouch,0,0
library,11,0
sample,0,0
breakdancer,0,0
shows,1,0
flipping,0,0
stare,2,0
Ballplayers,1,0
milling,0,0
terra,0,0
cotta,0,0
possibly,2,0
gazing,0,0
wavelength,0,0
given,0,0
electronic,2,0
panhandling,1,0
shoots,0,0
During,0,0
Bike,15,0
661,0,0
wrecks,1,0
skater,35,0
ships,2,0
prepare,0,0
Everyone,13,0
sails,5,0
bringing,0,0
jungle,5,0
spaghetti,4,0
strap,8,0
marshmallows,6,0
ahead,0,0
plaza,16,0
judges,10,0
skating,1,0
rice,27,0
grains,6,0
spraying,0,0
picks,0,0
battling,0,0
vase,14,0
daffodils,4,0
Dogs,42,0
muzzles,17,0
bamboo,16,0
refreshing,0,0
goats,21,0
kayaking,2,0
Shirtless,1,0
dandilions,1,0
Linet,0,0
inter,0,0
racial,0,0
suburban,0,0
neighborhood,10,0
peoples,11,0
camping,6,0
rolls,3,0
itself,19,0
skyward,0,0
when,0,0
cricket,16,0
boxers,34,0
strike,0,0
Kids,192,0
staircase,104,0
hibachi,0,0
Boston,3,0
faced,1,0
resaurant,0,0
tattoo,142,0
tortoise,3,0
strawberry,12,0
tackle,0,0
filming,1,0
entertainment,0,0
hopping,0,0
workout,2,0
cries,0,0
creations,1,0
farmer,17,0
waterfall,80,0
equestrian,12,0
gallop,0,0
chanting,0,0
overturned,0,0
attending,0,0
Texas,1,0
12,3,0
umpire,41,0
call,2,0
gesture,9,0
struggling,0,0
stay,0,0
enclosed,3,0
vaulting,0,0
Brazilian,1,0
handbag,33,0
soldier,118,0
workshop,0,0
feeds,0,0
fumbles,0,0
headgear,21,0
attacked,0,0
Thomas,5,0
Train,2,0
bouncing,0,0
bay,10,0
Native,0,0
pineapple,6,0
fruits,72,0
winding,2,0
insect,5,0
bloom,3,0
flowering,1,0
plant,71,0
inspecting,0,0
superman,0,0
retail,1,0
pumping,0,0
scarfed,0,0
Mexico,1,0
security,9,0
gorilla,5,0
bridesmaids,26,0
frizzy,0,0
cyclists,93,0
uphill,1,0
themed,0,0
mounted,1,0
butchers,3,0
prepossessing,0,0
Fisherman,7,0
hook,7,0
stylish,0,0
1970s,0,0
attend,1,0
social,4,0
distraught,0,0
knife,66,0
silently,0,0
3D,0,0
kilt,30,0
hairstyle,10,0
campus,2,0
teddy,7,0
bear,48,0
pony,25,0
Tennis,1,0
lobster,4,0
Vendors,13,0
DJ,5,0
speakers,10,0
fisherman,60,0
nets,16,0
villagers,4,0
tucked,0,0
Technicians,1,0
underground,2,0
Mrs.,0,0
devil,1,0
occasion,0,0
attractive,0,0
boats,141,0
China,3,0
swan,25,0
majorette,0,0
courtyard,21,0
cab,14,0
personnel,11,0
brass,23,0
quintet,0,0
dips,0,0
weekend,0,0
reception,2,0
motions,1,0
motioning,0,0
pacifier,19,0
ascends,0,0
ridge,3,0
enthusiastically,0,0
St,0,0
Johns,0,0
dunking,0,0
tug,1,0
war,5,0
triangle,0,0
nips,0,0
marina,5,0
downwards,0,0
ramps,7,0
Rite,0,0
Aid,0,0
pharmacy,1,0
Broadway,0,0
trade,0,0
Maritime,0,0
deaths,0,0
custody,0,0
quiet,0,0
commuters,5,0
siding,2,0
previously,0,0
served,0,0
hsirt,0,0
met,0,0
vacation,0,0
muzzle,21,0
drew,0,0
boods,0,0
peak,2,0
protecting,0,0
herself,0,0
Wizard,0,0
Oz,0,0
gaze,4,0
exposed,0,0
midriff,3,0
wife,40,0
beater,0,0
freezer,0,0
billboards,11,0
rowboat,31,0
Harley,1,0
Davison,0,0
forefront,0,0
frame,29,0
polos,3,0
awnings,5,0
Passersby,7,3
Tiger,0,0
Samurai,0,0
Shoppers,20,0
buys,0,0
reflection,14,0
popped,0,0
kisses,0,0
Tourists,45,0
Vietnamese,0,0
skiff,2,0
read,3,0
coverings,3,0
mechanic,13,0
repairs,4,0
Obama,4,0
Chris,2,0
Gregoire,0,0
suite,3,0
Mom,11,0
bulleted,0,0
list,0,0
rules,1,0
Chemistry,0,0
achieves,0,0
slam,3,0
dunk,2,0
SUV,38,0
sing,0,0
Nike,3,0
taped,0,0
historic,1,0
second,6,0
dunes,3,0
training,0,0
maze,0,0
ropes,61,0
elder,2,0
lunged,0,0
gracefully,0,0
sandpit,0,0
paying,0,0
kneading,0,0
dough,42,0
printed,4,0
Surfer,20,0
wolf,2,0
herds,0,0
farm,9,0
Customers,29,0
awkwardly,0,0
Ladies,18,0
Famous,0,0
Joe,1,0
treat,2,0
size,0,0
digital,0,0
Halloween,0,0
Zales,0,0
backpackers,6,0
hike,5,0
wilderness,0,0
snowstorm,2,0
holiday,0,0
Various,0,0
puppets,3,0
convention,1,0
trays,14,0
starting,3,0
except,0,0
tagged,0,0
Handyman,1,0
outer,0,0
passenger,14,0
staking,0,0
trashcan,8,0
messily,0,0
blankets,44,0
towels,13,0
martini,1,0
load,1,0
Graffiti,9,0
covers,5,0
most,12,0
tabby,1,0
converses,0,0
patio,41,0
retaining,0,0
passersby,19,0
listen,0,0
Trolleys,1,0
bee,8,0
clings,0,0
rug,55,0
troupe,0,0
drummers,2,0
shut,0,0
shaped,9,0
twisted,0,0
toe,7,0
snowboard,116,0
Guy,125,0
video,30,0
busting,0,0
newspapers,48,0
cracker,1,0
bowtie,3,0
stuff,10,0
onesie,5,0
dollhouse,3,0
pitched,0,0
furniture,45,0
Roman,2,0
sari,11,0
clothesline,4,0
card,11,0
handling,0,0
trash,61,0
intently,0,0
elevator,18,0
effect,0,0
cabinet,16,0
strewn,0,0
Army,2,0
vehicles,70,0
miniature,2,0
choke,0,0
Jokey,1,0
hurdle,4,0
poles,96,0
boss,0,0
canoe,145,0
aprons,39,0
pouring,0,0
bubble,11,0
scored,0,0
apparent,0,0
political,1,0
closeup,2,0
focusing,0,0
hoisting,0,0
platter,9,0
canapes,1,0
Hillary,0,0
campaign,0,0
rear,7,0
mainly,2,0
referees,5,0
fiercely,0,0
fabric,96,0
reaching,0,0
welding,6,0
exterior,2,0
Guests,2,0
embracing,0,0
army,12,0
agains,0,0
foliage,25,0
law,3,0
enforcement,2,0
forestry,3,0
investigate,0,0
gift,14,0
Ice,3,0
classmates,1,0
blossoming,0,0
shack,3,0
n't,0,0
identify,0,0
properly,0,0
snowboarding,6,0
locker,0,0
pastry,9,0
morning,1,0
breakfast,17,0
noodle,1,0
pedestrian,23,0
slinging,0,0
melts,0,0
marsh,9,0
dealing,0,0
contains,0,0
crafting,1,0
newest,0,0
masterpiece,0,0
solitary,0,0
cemetery,4,0
spitting,0,0
devices,9,0
stretch,2,0
fishnet,3,0
bodysuits,3,0
grotesque,0,0
cementing,0,0
else,0,0
perhaps,3,0
suites,2,0
sway,0,0
tongs,15,0
technician,12,0
distracted,0,0
Baby,42,0
sash,7,0
angels,7,0
sneering,0,0
pierced,0,0
draped,0,0
amputated,0,0
first,8,0
knuckle,1,0
planter,2,0
surrounding,1,0
newscaster,0,0
report,0,0
followed,0,0
applying,0,0
Sunburned,0,0
duffel,0,0
crayon,6,0
pullovers,0,0
ukulele,1,0
loves,0,0
doors,73,0
massive,0,0
five,18,0
arches,4,0
bathes,0,0
watering,4,0
kick,8,0
midsentence,0,0
bathroom,28,0
asphalt,12,0
extending,0,0
surgeon,11,0
patient,22,0
spreads,0,0
cigarettes,21,0
games,15,0
television,15,0
activities,1,0
contemplating,0,0
structures,7,0
chase,0,0
playfully,0,0
raining,0,0
outside-,0,0
94,1,0
skills,1,0
sights,0,0
juggler,6,0
item,6,0
produces,0,0
Run,0,0
Haiti,1,0
saris,7,0
Boombox,0,0
rowing,4,0
sword,32,0
grills,4,0
hamburger,7,0
patties,1,0
exposing,0,0
tiara,12,0
hosing,0,0
kiosk,1,0
jogs,0,0
beachfront,5,0
bizarre,0,0
tassel,3,0
cosmic,0,0
MonsterBowl,0,0
Wikimedia,0,0
rehearsing,0,0
bands,2,0
skyline,12,0
cooks,12,0
speak,0,0
japan,0,0
modern,3,0
styles,0,0
Road,5,0
piles,8,0
yong,0,0
ar,0,0
distant,5,0
spices,3,0
dachshund,7,0
singlet,0,0
backward,1,0
extends,0,0
reunion,1,0
dandelion,10,0
real,3,0
celebrations,0,0
elevated,0,0
inflated,3,0
pigeon,21,0
camels,48,0
lambs,5,0
earrings,30,0
ambulance,15,0
subways,0,0
belongings,9,0
sweeter,0,0
